name	type	units	low_cutoff	high_cutoff	status
F3cIc1	SEEG	µV	0.0	1024	good
F3cIc2	SEEG	µV	0.0	1024	good
F3cIc3	SEEG	µV	0.0	1024	good
F3cIc4	SEEG	µV	0.0	1024	good
F3cIc5	SEEG	µV	0.0	1024	good
F3cIc6	SEEG	µV	0.0	1024	good
F3cIc7	SEEG	µV	0.0	1024	good
F3cIc8	SEEG	µV	0.0	1024	good
P2Ie1	SEEG	µV	0.0	1024	good
P2Ie2	SEEG	µV	0.0	1024	good
P2Ie3	SEEG	µV	0.0	1024	good
P2Ie4	SEEG	µV	0.0	1024	good
P2Ie5	SEEG	µV	0.0	1024	good
P2Ie6	SEEG	µV	0.0	1024	good
P2Ie7	SEEG	µV	0.0	1024	good
P2Ie8	SEEG	µV	0.0	1024	good
F3bIaOFc1	SEEG	µV	0.0	1024	good
F3bIaOFc2	SEEG	µV	0.0	1024	good
F3bIaOFc3	SEEG	µV	0.0	1024	good
F3bIaOFc4	SEEG	µV	0.0	1024	good
F3bIaOFc5	SEEG	µV	0.0	1024	good
F3bIaOFc6	SEEG	µV	0.0	1024	good
F3bIaOFc7	SEEG	µV	0.0	1024	good
F3bIaOFc8	SEEG	µV	0.0	1024	good
F3bIaOFc9	SEEG	µV	0.0	1024	good
F3bIaOFc10	SEEG	µV	0.0	1024	good
F3bIaOFc11	SEEG	µV	0.0	1024	good
F3bIaOFc12	SEEG	µV	0.0	1024	good
F3bIaOFc13	SEEG	µV	0.0	1024	good
F3bIaOFc14	SEEG	µV	0.0	1024	good
F3bIaOFc15	SEEG	µV	0.0	1024	good
F3bIaOFc16	SEEG	µV	0.0	1024	good
F2bCb1	SEEG	µV	0.0	1024	good
F2bCb2	SEEG	µV	0.0	1024	good
F2bCb3	SEEG	µV	0.0	1024	good
F2bCb4	SEEG	µV	0.0	1024	good
F2bCb5	SEEG	µV	0.0	1024	good
F2bCb6	SEEG	µV	0.0	1024	good
F2bCb7	SEEG	µV	0.0	1024	good
F2bCb8	SEEG	µV	0.0	1024	good
F2bCb9	SEEG	µV	0.0	1024	good
F2bCb10	SEEG	µV	0.0	1024	good
F2bCb11	SEEG	µV	0.0	1024	good
F2bCb12	SEEG	µV	0.0	1024	good
F2bCb13	SEEG	µV	0.0	1024	good
F2bCb14	SEEG	µV	0.0	1024	good
F2cCc1	SEEG	µV	0.0	1024	good
F2cCc2	SEEG	µV	0.0	1024	good
F2cCc3	SEEG	µV	0.0	1024	good
F2cCc4	SEEG	µV	0.0	1024	good
F2cCc5	SEEG	µV	0.0	1024	good
F2cCc6	SEEG	µV	0.0	1024	good
F2cCc7	SEEG	µV	0.0	1024	good
F2cCc8	SEEG	µV	0.0	1024	good
F2cCc9	SEEG	µV	0.0	1024	good
F2cCc10	SEEG	µV	0.0	1024	good
F2cCc11	SEEG	µV	0.0	1024	good
F2cCc12	SEEG	µV	0.0	1024	good
F2cCc13	SEEG	µV	0.0	1024	good
F2cCc14	SEEG	µV	0.0	1024	good
F2aIb1	SEEG	µV	0.0	1024	good
F2aIb2	SEEG	µV	0.0	1024	good
F2aIb3	SEEG	µV	0.0	1024	good
F2aIb4	SEEG	µV	0.0	1024	good
F2aIb5	SEEG	µV	0.0	1024	good
F2aIb6	SEEG	µV	0.0	1024	good
F2aIb7	SEEG	µV	0.0	1024	good
F2aIb8	SEEG	µV	0.0	1024	good
F2aIb9	SEEG	µV	0.0	1024	good
F2aIb10	SEEG	µV	0.0	1024	good
F2aIb11	SEEG	µV	0.0	1024	bad
F2aIb12	SEEG	µV	0.0	1024	bad
F2aIb13	SEEG	µV	0.0	1024	good
F2aIb14	SEEG	µV	0.0	1024	good
F2aIb15	SEEG	µV	0.0	1024	good
F2aIb16	SEEG	µV	0.0	1024	good
F1aCaOFb1	SEEG	µV	0.0	1024	good
F1aCaOFb2	SEEG	µV	0.0	1024	good
F1aCaOFb3	SEEG	µV	0.0	1024	good
F1aCaOFb4	SEEG	µV	0.0	1024	good
F1aCaOFb5	SEEG	µV	0.0	1024	good
F1aCaOFb6	SEEG	µV	0.0	1024	good
F1aCaOFb7	SEEG	µV	0.0	1024	good
F1aCaOFb8	SEEG	µV	0.0	1024	good
F1aCaOFb9	SEEG	µV	0.0	1024	good
F1aCaOFb10	SEEG	µV	0.0	1024	good
F1aCaOFb11	SEEG	µV	0.0	1024	good
F1aCaOFb12	SEEG	µV	0.0	1024	good
F1aCaOFb13	SEEG	µV	0.0	1024	good
F1aCaOFb14	SEEG	µV	0.0	1024	good
F1aCaOFb15	SEEG	µV	0.0	1024	good
F1aCaOFb16	SEEG	µV	0.0	1024	good
F1bCd1	SEEG	µV	0.0	1024	good
F1bCd2	SEEG	µV	0.0	1024	good
F1bCd3	SEEG	µV	0.0	1024	good
F1bCd4	SEEG	µV	0.0	1024	good
F1bCd5	SEEG	µV	0.0	1024	good
F1bCd6	SEEG	µV	0.0	1024	good
F1bCd7	SEEG	µV	0.0	1024	good
F1bCd8	SEEG	µV	0.0	1024	good
F1bCd9	SEEG	µV	0.0	1024	good
F1bCd10	SEEG	µV	0.0	1024	good
F1bCd11	SEEG	µV	0.0	1024	good
F1bCd12	SEEG	µV	0.0	1024	good
DC10	SEEG	µV	0.0	1024	bad
DC4	SEEG	µV	0.0	1024	bad
