name	x	y	z	size	material	hemisphere	type	region_desikan	region_destrieux	region_dkt	barista_parcel_index	barista_lobe_index
T2A14	183	149	116	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal	36	9
T3H1	148	150	122	n/a	n/a	n/a	depth	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	2	3
T3H2	151	150	123	n/a	n/a	n/a	depth	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	2	3
T3H3	154	149	124	n/a	n/a	n/a	depth	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	2	3
T3H4	157	149	124	n/a	n/a	n/a	depth	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	2	3
T3H5	160	151	127	n/a	n/a	L	depth	ctx-lh-inferiortemporal	ctx_lh_S_collat_transv_ant	ctx-lh-inferiortemporal	47	9
T3H6	164	152	128	n/a	n/a	L	depth	ctx-lh-inferiortemporal	ctx_lh_S_collat_transv_ant	ctx-lh-inferiortemporal	47	9
T3H7	168	152	131	n/a	n/a	L	depth	ctx-lh-inferiortemporal	ctx_lh_S_temporal_inf	ctx-lh-middletemporal	63	9
T3H8	170	153	131	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_S_temporal_inf	ctx-lh-middletemporal	63	9
T3H9	174	154	132	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal	36	9
T3H10	176	154	134	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal	36	9
T3H11	180	155	134	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal	36	9
T3H12	184	155	135	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal	36	9
T1bIF1	161	131	127	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_inf	ctx-lh-insula	45	15
T1bIF2	164	131	127	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_inf	ctx-lh-insula	45	15
T1bIF3	167	131	128	n/a	n/a	L	depth	ctx-lh-transversetemporal	ctx_lh_S_circular_insula_inf	ctx-lh-transversetemporal	45	9
T1bIF4	171	131	127	n/a	n/a	L	depth	ctx-lh-transversetemporal	ctx_lh_G_temp_sup-G_T_transv	ctx-lh-transversetemporal	31	9
T1bIF5	174	132	129	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_S_temporal_sup	ctx-lh-superiortemporal	64	9
T1bIF6	178	132	129	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_S_temporal_sup	ctx-lh-superiortemporal	64	9
T1bIF7	181	133	129	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_temp_sup-Lateral	ctx-lh-superiortemporal	32	9
T1bIF8	185	133	130	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_temp_sup-Lateral	ctx-lh-superiortemporal	32	9
F3aOFa1	132	132	61	n/a	n/a	L	depth	ctx-lh-medialorbitofrontal	ctx_lh_G_rectus	ctx-lh-medialorbitofrontal	30	5
F3aOFa2	135	133	62	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_G_orbital	ctx-lh-lateralorbitofrontal	23	5
F3aOFa3	138	131	64	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_G_orbital	ctx-lh-lateralorbitofrontal	23	5
F3aOFa4	140	130	66	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_S_orbital-H_Shaped	ctx-lh-lateralorbitofrontal	53	5
F3aOFa5	144	130	67	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_S_orbital-H_Shaped	ctx-lh-lateralorbitofrontal	53	5
F3aOFa6	147	130	69	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_S_orbital-H_Shaped	ctx-lh-lateralorbitofrontal	53	5
F3aOFa7	151	130	70	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_S_orbital-H_Shaped	ctx-lh-lateralorbitofrontal	53	5
F3aOFa8	154	129	71	n/a	n/a	L	depth	ctx-lh-parsorbitalis	ctx_lh_S_orbital-H_Shaped	ctx-lh-rostralmiddlefrontal	53	5
F3aOFa9	157	130	73	n/a	n/a	L	depth	ctx-lh-parsorbitalis	ctx_lh_S_orbital-H_Shaped	ctx-lh-rostralmiddlefrontal	53	5
F3aOFa10	161	129	74	n/a	n/a	L	depth	ctx-lh-parsorbitalis	ctx_lh_S_orbital_lateral	ctx-lh-parstriangularis	54	5
F3aOFa11	164	129	76	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_Lat_Fis-ant-Horizont	ctx-lh-parstriangularis	37	5
F3aOFa12	166	128	77	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_Lat_Fis-ant-Horizont	ctx-lh-parstriangularis	37	5
F3aOFa13	171	127	79	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_G_front_inf-Triangul	ctx-lh-parstriangularis	17	5
F3aOFa14	173	128	81	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_G_front_inf-Triangul	ctx-lh-parstriangularis	17	5
F3aOFa15	176	128	82	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_G_front_inf-Triangul	ctx-lh-parstriangularis	17	5
F3aOFa16	178	127	84	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_G_front_inf-Triangul	ctx-lh-parstriangularis	17	5
F3cIc1	160	126	106	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_sup	ctx-lh-insula	46	15
F3cIc2	163	125	106	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_sup	ctx-lh-insula	46	15
F3cIc3	168	124	106	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_sup	ctx-lh-insula	46	15
F3cIc4	172	124	106	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_G_front_inf-Opercular	ctx-lh-precentral	15	5
F3cIc5	175	123	106	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_G_front_inf-Opercular	ctx-lh-precentral	15	5
F3cIc6	178	122	106	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_G_front_inf-Opercular	ctx-lh-precentral	15	5
F3cIc7	181	122	105	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_G_and_S_subcentral	ctx-lh-precentral	13	5
F3cIc8	186	121	106	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_G_and_S_subcentral	ctx-lh-precentral	13	5
P2Ie1	162	123	119	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_Ins_lg_and_S_cent_ins	ctx-lh-insula	9	15
P2Ie2	165	122	119	n/a	n/a	L	depth	ctx-lh-postcentral	ctx_lh_G_and_S_subcentral	ctx-lh-postcentral	13	7
P2Ie3	169	122	119	n/a	n/a	L	depth	ctx-lh-postcentral	ctx_lh_G_and_S_subcentral	ctx-lh-postcentral	13	7
P2Ie4	172	122	119	n/a	n/a	L	depth	ctx-lh-postcentral	ctx_lh_G_and_S_subcentral	ctx-lh-postcentral	13	7
P2Ie5	175	122	119	n/a	n/a	L	depth	ctx-lh-postcentral	ctx_lh_G_and_S_subcentral	ctx-lh-postcentral	13	7
P2Ie6	180	121	118	n/a	n/a	L	depth	ctx-lh-postcentral	ctx_lh_G_and_S_subcentral	ctx-lh-postcentral	13	7
P2Ie7	183	121	119	n/a	n/a	L	depth	ctx-lh-postcentral	ctx_lh_G_and_S_subcentral	ctx-lh-postcentral	13	7
P2Ie8	187	120	119	n/a	n/a	L	depth	ctx-lh-postcentral	ctx_lh_G_and_S_subcentral	ctx-lh-postcentral	13	7
F3bIaOFc1	133	144	88	n/a	n/a	L	depth	ctx-lh-medialorbitofrontal	ctx_lh_G_rectus	ctx-lh-medialorbitofrontal	30	5
F3bIaOFc2	135	142	88	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_G_orbital	ctx-lh-lateralorbitofrontal	23	5
F3bIaOFc3	139	141	88	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_G_orbital	ctx-lh-lateralorbitofrontal	23	5
F3bIaOFc4	142	139	88	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_S_orbital-H_Shaped	ctx-lh-lateralorbitofrontal	53	5
F3bIaOFc5	145	137	88	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_S_orbital-H_Shaped	ctx-lh-lateralorbitofrontal	53	5
F3bIaOFc6	148	136	88	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_S_orbital-H_Shaped	ctx-lh-lateralorbitofrontal	53	5
F3bIaOFc7	151	134	88	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_S_circular_insula_ant	ctx-lh-parsorbitalis	44	5
F3bIaOFc8	155	132	88	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_S_circular_insula_ant	ctx-lh-parsorbitalis	44	5
F3bIaOFc9	157	131	88	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_S_circular_insula_ant	ctx-lh-parsorbitalis	44	5
F3bIaOFc10	161	130	88	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_G_front_inf-Orbital	ctx-lh-parsorbitalis	16	5
F3bIaOFc11	164	128	88	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_G_front_inf-Triangul	ctx-lh-parstriangularis	17	5
F3bIaOFc12	166	127	87	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_G_front_inf-Triangul	ctx-lh-parstriangularis	17	5
F3bIaOFc13	170	125	87	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_G_front_inf-Triangul	ctx-lh-parstriangularis	17	5
F3bIaOFc14	173	123	89	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Triangul	ctx-lh-parsopercularis	17	5
F3bIaOFc15	176	122	89	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Opercular	ctx-lh-parsopercularis	15	5
F3bIaOFc16	178	120	89	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Opercular	ctx-lh-parsopercularis	15	5
F2bCb1	135	103	96	n/a	n/a	L	depth	ctx-lh-caudalanteriorcingulate	ctx_lh_S_pericallosal	ctx-lh-caudalanteriorcingulate	57	13
F2bCb2	139	103	96	n/a	n/a	L	depth	ctx-lh-caudalanteriorcingulate	ctx_lh_G_and_S_cingul-Mid-Ant	ctx-lh-caudalanteriorcingulate	11	13
F2bCb3	143	102	95	n/a	n/a	L	depth	ctx-lh-caudalanteriorcingulate	ctx_lh_G_and_S_cingul-Mid-Ant	ctx-lh-caudalanteriorcingulate	11	13
F2bCb4	145	101	95	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Mid-Ant	ctx-lh-caudalanteriorcingulate	11	5
F2bCb5	145	101	94	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Mid-Ant	ctx-lh-caudalanteriorcingulate	11	5
F2bCb6	158	101	95	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_S_front_inf	ctx-lh-caudalmiddlefrontal	48	5
F2bCb7	158	101	94	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_S_front_inf	ctx-lh-caudalmiddlefrontal	48	5
F2bCb8	160	100	92	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_S_front_inf	ctx-lh-caudalmiddlefrontal	48	5
F2bCb9	162	100	92	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_S_front_inf	ctx-lh-caudalmiddlefrontal	48	5
F2bCb10	166	98	89	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2bCb11	169	99	88	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2bCb12	172	99	87	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2bCb13	175	98	86	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2bCb14	178	98	86	n/a	n/a	n/a	depth	Unknown	Unknown	Unknown	0	0
F2cCc1	137	99	106	n/a	n/a	L	depth	ctx-lh-caudalanteriorcingulate	ctx_lh_G_and_S_cingul-Mid-Ant	ctx-lh-caudalanteriorcingulate	11	13
F2cCc2	140	99	106	n/a	n/a	L	depth	ctx-lh-caudalanteriorcingulate	ctx_lh_G_and_S_cingul-Mid-Ant	ctx-lh-caudalanteriorcingulate	11	13
F2cCc3	144	99	106	n/a	n/a	L	depth	ctx-lh-caudalanteriorcingulate	ctx_lh_G_and_S_cingul-Mid-Ant	ctx-lh-caudalanteriorcingulate	11	13
F2cCc4	146	97	106	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Mid-Ant	ctx-lh-caudalanteriorcingulate	11	5
F2cCc5	154	95	105	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-caudalmiddlefrontal	18	5
F2cCc6	155	96	106	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-caudalmiddlefrontal	18	5
F2cCc7	156	96	106	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-caudalmiddlefrontal	18	5
F2cCc8	160	96	106	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-caudalmiddlefrontal	18	5
F2cCc9	164	95	106	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-caudalmiddlefrontal	18	5
F2cCc10	168	93	106	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-caudalmiddlefrontal	18	5
F2cCc11	170	92	106	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-caudalmiddlefrontal	18	5
F2cCc12	175	93	106	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-caudalmiddlefrontal	18	5
F2cCc13	178	92	106	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-caudalmiddlefrontal	18	5
F2cCc14	180	91	106	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-caudalmiddlefrontal	18	5
F2aIb1	155	137	100	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_insular_short	ctx-lh-insula	20	15
F2aIb2	156	134	99	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_insular_short	ctx-lh-insula	20	15
F2aIb3	156	131	98	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_insular_short	ctx-lh-insula	20	15
F2aIb4	157	127	95	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_insular_short	ctx-lh-insula	20	15
F2aIb5	157	123	93	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_insular_short	ctx-lh-insula	20	15
F2aIb6	158	120	92	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_sup	ctx-lh-insula	46	15
F2aIb7	158	116	90	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_S_circular_insula_sup	ctx-lh-parstriangularis	46	5
F2aIb8	162	113	89	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_S_front_inf	ctx-lh-rostralmiddlefrontal	48	5
F2aIb9	162	110	87	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_inf	ctx-lh-rostralmiddlefrontal	48	5
F2aIb10	160	106	83	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2aIb11	161	103	83	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2aIb12	160	99	81	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_middle	ctx-lh-rostralmiddlefrontal	49	5
F2aIb13	161	96	79	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_middle	ctx-lh-rostralmiddlefrontal	49	5
F2aIb14	162	92	77	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_sup	ctx-lh-superiorfrontal	50	5
F2aIb15	162	88	76	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_sup	ctx-lh-superiorfrontal	50	5
F2aIb16	162	85	75	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_sup	ctx-lh-superiorfrontal	50	5
F1aCaOFb1	128	142	90	n/a	n/a	L	depth	ctx-lh-medialorbitofrontal	ctx_lh_G_rectus	ctx-lh-medialorbitofrontal	30	5
F1aCaOFb2	130	138	90	n/a	n/a	L	depth	ctx-lh-medialorbitofrontal	ctx_lh_G_rectus	ctx-lh-medialorbitofrontal	30	5
F1aCaOFb3	131	134	89	n/a	n/a	L	depth	ctx-lh-medialorbitofrontal	ctx_lh_S_suborbital	ctx-lh-medialorbitofrontal	61	5
F1aCaOFb4	133	130	87	n/a	n/a	L	depth	ctx-lh-medialorbitofrontal	ctx_lh_S_suborbital	ctx-lh-medialorbitofrontal	61	5
F1aCaOFb5	134	126	87	n/a	n/a	L	depth	ctx-lh-rostralanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	13
F1aCaOFb6	135	122	86	n/a	n/a	L	depth	ctx-lh-rostralanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	13
F1aCaOFb7	137	118	85	n/a	n/a	L	depth	ctx-lh-rostralanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	13
F1aCaOFb8	138	114	84	n/a	n/a	L	depth	ctx-lh-rostralanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	13
F1aCaOFb9	139	109	83	n/a	n/a	L	depth	ctx-lh-rostralanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	13
F1aCaOFb10	141	105	82	n/a	n/a	L	depth	ctx-lh-rostralanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	13
F1aCaOFb11	142	101	82	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Ant	ctx-lh-superiorfrontal	10	5
F1aCaOFb12	143	97	81	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Ant	ctx-lh-superiorfrontal	10	5
F1aCaOFb13	146	93	79	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_S_front_sup	ctx-lh-superiorfrontal	50	5
F1aCaOFb14	145	89	79	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_front_sup	ctx-lh-superiorfrontal	19	5
F1aCaOFb15	146	84	78	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_front_sup	ctx-lh-superiorfrontal	19	5
F1aCaOFb16	148	80	77	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_front_sup	ctx-lh-superiorfrontal	19	5
F1bCd1	138	101	125	n/a	n/a	L	depth	ctx-lh-posteriorcingulate	ctx_lh_S_pericallosal	ctx-lh-posteriorcingulate	57	13
F1bCd2	141	97	124	n/a	n/a	L	depth	ctx-lh-posteriorcingulate	ctx_lh_G_and_S_cingul-Mid-Post	ctx-lh-posteriorcingulate	12	13
F1bCd3	141	95	123	n/a	n/a	L	depth	ctx-lh-posteriorcingulate	ctx_lh_G_and_S_cingul-Mid-Post	ctx-lh-posteriorcingulate	12	13
F1bCd4	142	92	122	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Mid-Post	ctx-lh-posteriorcingulate	12	5
F1bCd5	143	89	121	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Mid-Post	ctx-lh-superiorfrontal	12	5
F1bCd6	143	87	122	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Mid-Post	ctx-lh-superiorfrontal	12	5
F1bCd7	144	82	117	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_front_sup	ctx-lh-superiorfrontal	19	5
F1bCd8	145	79	117	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_front_sup	ctx-lh-superiorfrontal	19	5
F1bCd9	146	76	116	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_front_sup	ctx-lh-superiorfrontal	19	5
F1bCd10	147	74	115	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_front_sup	ctx-lh-superiorfrontal	19	5
F1bCd11	148	70	114	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_front_sup	ctx-lh-superiorfrontal	19	5
F1bCd12	149	67	113	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_front_sup	ctx-lh-superiorfrontal	19	5
DC10	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a	0	0
DC4	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a	0	0
