name	type	units	low_cutoff	high_cutoff	status
LF2b14	SEEG	µV	0.0	1024	good
LF2e1	SEEG	µV	0.0	1024	good
LF2e2	SEEG	µV	0.0	1024	good
LF2e3	SEEG	µV	0.0	1024	good
LF2e4	SEEG	µV	0.0	1024	good
LF2e5	SEEG	µV	0.0	1024	good
LF2e6	SEEG	µV	0.0	1024	good
LF2e7	SEEG	µV	0.0	1024	good
LF2e8	SEEG	µV	0.0	1024	good
LF2c1	SEEG	µV	0.0	1024	good
LF2c2	SEEG	µV	0.0	1024	good
LF2c3	SEEG	µV	0.0	1024	good
LF2c4	SEEG	µV	0.0	1024	good
LF2c5	SEEG	µV	0.0	1024	good
LF2c6	SEEG	µV	0.0	1024	good
LF2c7	SEEG	µV	0.0	1024	good
LF2c8	SEEG	µV	0.0	1024	good
LF2d1	SEEG	µV	0.0	1024	good
LF2d2	SEEG	µV	0.0	1024	good
LF2d3	SEEG	µV	0.0	1024	good
LF2d4	SEEG	µV	0.0	1024	good
LF2d5	SEEG	µV	0.0	1024	good
LF2d6	SEEG	µV	0.0	1024	good
LF2d7	SEEG	µV	0.0	1024	good
LF2d8	SEEG	µV	0.0	1024	good
LF2aIa1	SEEG	µV	0.0	1024	good
LF2aIa2	SEEG	µV	0.0	1024	good
LF2aIa3	SEEG	µV	0.0	1024	good
LF2aIa4	SEEG	µV	0.0	1024	good
LF2aIa5	SEEG	µV	0.0	1024	good
LF2aIa6	SEEG	µV	0.0	1024	good
LF2aIa7	SEEG	µV	0.0	1024	good
LF2aIa8	SEEG	µV	0.0	1024	good
LF2aIa9	SEEG	µV	0.0	1024	good
LF2aIa10	SEEG	µV	0.0	1024	good
LF2aIa11	SEEG	µV	0.0	1024	good
LF2aIa12	SEEG	µV	0.0	1024	good
LF2aIa13	SEEG	µV	0.0	1024	good
LF2aIa14	SEEG	µV	0.0	1024	good
LF2aIa15	SEEG	µV	0.0	1024	good
LF2aIa16	SEEG	µV	0.0	1024	good
LF1aCaOF1	SEEG	µV	0.0	1024	good
LF1aCaOF2	SEEG	µV	0.0	1024	good
LF1aCaOF3	SEEG	µV	0.0	1024	good
LF1aCaOF4	SEEG	µV	0.0	1024	good
LF1aCaOF5	SEEG	µV	0.0	1024	good
LF1aCaOF6	SEEG	µV	0.0	1024	good
LF1aCaOF7	SEEG	µV	0.0	1024	good
LF1aCaOF8	SEEG	µV	0.0	1024	good
LF1aCaOF9	SEEG	µV	0.0	1024	good
LF1aCaOF10	SEEG	µV	0.0	1024	good
LF1aCaOF11	SEEG	µV	0.0	1024	good
LF1aCaOF12	SEEG	µV	0.0	1024	good
LF1aCaOF13	SEEG	µV	0.0	1024	good
LF1aCaOF14	SEEG	µV	0.0	1024	good
LF1aCaOF15	SEEG	µV	0.0	1024	good
LF1aCaOF16	SEEG	µV	0.0	1024	good
LF1bIb1	SEEG	µV	0.0	1024	good
LF1bIb2	SEEG	µV	0.0	1024	good
LF1bIb3	SEEG	µV	0.0	1024	good
LF1bIb4	SEEG	µV	0.0	1024	good
LF1bIb5	SEEG	µV	0.0	1024	good
LF1bIb6	SEEG	µV	0.0	1024	good
LF1bIb7	SEEG	µV	0.0	1024	good
LF1bIb8	SEEG	µV	0.0	1024	good
LF1bIb9	SEEG	µV	0.0	1024	good
LF1bIb10	SEEG	µV	0.0	1024	good
LF1bIb11	SEEG	µV	0.0	1024	good
LF1bIb12	SEEG	µV	0.0	1024	good
LF1bIb13	SEEG	µV	0.0	1024	good
LF1bIb14	SEEG	µV	0.0	1024	good
LF1bIb15	SEEG	µV	0.0	1024	good
LF1bIb16	SEEG	µV	0.0	1024	good
LF1cCb1	SEEG	µV	0.0	1024	good
LF1cCb2	SEEG	µV	0.0	1024	good
LF1cCb3	SEEG	µV	0.0	1024	good
LF1cCb4	SEEG	µV	0.0	1024	good
LF1cCb5	SEEG	µV	0.0	1024	good
LF1cCb6	SEEG	µV	0.0	1024	good
LF1cCb7	SEEG	µV	0.0	1024	good
LF1cCb8	SEEG	µV	0.0	1024	good
LF1cCb9	SEEG	µV	0.0	1024	good
LF1cCb10	SEEG	µV	0.0	1024	good
LF1cCb11	SEEG	µV	0.0	1024	good
LF1cCb12	SEEG	µV	0.0	1024	good
RF3aOFa1	SEEG	µV	0.0	1024	good
RF3aOFa2	SEEG	µV	0.0	1024	good
RF3aOFa3	SEEG	µV	0.0	1024	good
RF3aOFa4	SEEG	µV	0.0	1024	good
RF3aOFa5	SEEG	µV	0.0	1024	good
RF3aOFa6	SEEG	µV	0.0	1024	good
RF3aOFa7	SEEG	µV	0.0	1024	good
RF3aOFa8	SEEG	µV	0.0	1024	good
RF3aOFa9	SEEG	µV	0.0	1024	good
RF3aOFa10	SEEG	µV	0.0	1024	good
RF3aOFa11	SEEG	µV	0.0	1024	good
RF3aOFa12	SEEG	µV	0.0	1024	good
RF3aOFa13	SEEG	µV	0.0	1024	good
RF3aOFa14	SEEG	µV	0.0	1024	good
RF3aOFa15	SEEG	µV	0.0	1024	good
RF3aOFa16	SEEG	µV	0.0	1024	good
RF3bOFb1	SEEG	µV	0.0	1024	good
RF3bOFb2	SEEG	µV	0.0	1024	good
RF3bOFb3	SEEG	µV	0.0	1024	good
RF3bOFb4	SEEG	µV	0.0	1024	good
RF3bOFb5	SEEG	µV	0.0	1024	good
RF3bOFb6	SEEG	µV	0.0	1024	good
RF3bOFb7	SEEG	µV	0.0	1024	good
RF3bOFb8	SEEG	µV	0.0	1024	good
RF3bOFb9	SEEG	µV	0.0	1024	good
RF3bOFb10	SEEG	µV	0.0	1024	good
RF3bOFb11	SEEG	µV	0.0	1024	good
RF3bOFb12	SEEG	µV	0.0	1024	good
RF3bOFb13	SEEG	µV	0.0	1024	good
RF3bOFb14	SEEG	µV	0.0	1024	good
RF3bOFb15	SEEG	µV	0.0	1024	good
RF3bOFb16	SEEG	µV	0.0	1024	good
RF2Ix1	SEEG	µV	0.0	1024	good
RF2Ix2	SEEG	µV	0.0	1024	good
RF2Ix3	SEEG	µV	0.0	1024	good
RF2Ix4	SEEG	µV	0.0	1024	good
RF2Ix5	SEEG	µV	0.0	1024	good
RF2Ix6	SEEG	µV	0.0	1024	good
RF2Ix7	SEEG	µV	0.0	1024	good
RF2Ix8	SEEG	µV	0.0	1024	good
RF2Ix9	SEEG	µV	0.0	1024	good
RF2Ix10	SEEG	µV	0.0	1024	good
RF2Ix11	SEEG	µV	0.0	1024	good
RF2Ix12	SEEG	µV	0.0	1024	good
RF2Ix13	SEEG	µV	0.0	1024	good
RF2Ix14	SEEG	µV	0.0	1024	good
RF2Ix15	SEEG	µV	0.0	1024	good
RF2Ix16	SEEG	µV	0.0	1024	good
RF1aCaOF1	SEEG	µV	0.0	1024	good
RF1aCaOF2	SEEG	µV	0.0	1024	good
RF1aCaOF3	SEEG	µV	0.0	1024	good
RF1aCaOF4	SEEG	µV	0.0	1024	good
RF1aCaOF5	SEEG	µV	0.0	1024	good
RF1aCaOF6	SEEG	µV	0.0	1024	good
RF1aCaOF7	SEEG	µV	0.0	1024	good
RF1aCaOF8	SEEG	µV	0.0	1024	good
RF1aCaOF9	SEEG	µV	0.0	1024	good
RF1aCaOF10	SEEG	µV	0.0	1024	good
RF1aCaOF11	SEEG	µV	0.0	1024	good
RF1aCaOF12	SEEG	µV	0.0	1024	good
RF1aCaOF13	SEEG	µV	0.0	1024	good
RF1aCaOF14	SEEG	µV	0.0	1024	good
RF1aCaOF15	SEEG	µV	0.0	1024	good
RF1aCaOF16	SEEG	µV	0.0	1024	good
RF1bCb1	SEEG	µV	0.0	1024	good
RF1bCb2	SEEG	µV	0.0	1024	good
RF1bCb3	SEEG	µV	0.0	1024	good
RF1bCb4	SEEG	µV	0.0	1024	good
RF1bCb5	SEEG	µV	0.0	1024	good
RF1bCb6	SEEG	µV	0.0	1024	good
RF1bCb7	SEEG	µV	0.0	1024	good
RF1bCb8	SEEG	µV	0.0	1024	bad
RF1bCb9	SEEG	µV	0.0	1024	bad
RF1bCb10	SEEG	µV	0.0	1024	bad
RF1bCb11	SEEG	µV	0.0	1024	good
RF1bCb12	SEEG	µV	0.0	1024	good
DC10	SEEG	µV	0.0	1024	bad
DC4	SEEG	µV	0.0	1024	bad
