name	type	units	low_cutoff	high_cutoff	status
iEEG053	SEEG	µV	0.0	1024	good
iEEG054	SEEG	µV	0.0	1024	good
iEEG055	SEEG	µV	0.0	1024	good
iEEG056	SEEG	µV	0.0	1024	good
iEEG057	SEEG	µV	0.0	1024	good
iEEG058	SEEG	µV	0.0	1024	good
iEEG059	SEEG	µV	0.0	1024	good
iEEG060	SEEG	µV	0.0	1024	good
iEEG061	SEEG	µV	0.0	1024	good
iEEG062	SEEG	µV	0.0	1024	good
iEEG063	SEEG	µV	0.0	1024	good
iEEG064	SEEG	µV	0.0	1024	good
iEEG065	SEEG	µV	0.0	1024	good
iEEG066	SEEG	µV	0.0	1024	good
iEEG067	SEEG	µV	0.0	1024	good
iEEG068	SEEG	µV	0.0	1024	good
iEEG069	SEEG	µV	0.0	1024	good
iEEG070	SEEG	µV	0.0	1024	good
iEEG071	SEEG	µV	0.0	1024	good
iEEG072	SEEG	µV	0.0	1024	good
iEEG073	SEEG	µV	0.0	1024	good
iEEG074	SEEG	µV	0.0	1024	good
iEEG075	SEEG	µV	0.0	1024	good
iEEG076	SEEG	µV	0.0	1024	good
iEEG077	SEEG	µV	0.0	1024	good
iEEG078	SEEG	µV	0.0	1024	good
iEEG079	SEEG	µV	0.0	1024	good
iEEG080	SEEG	µV	0.0	1024	good
iEEG081	SEEG	µV	0.0	1024	good
iEEG082	SEEG	µV	0.0	1024	good
iEEG083	SEEG	µV	0.0	1024	good
iEEG084	SEEG	µV	0.0	1024	good
iEEG085	SEEG	µV	0.0	1024	good
iEEG086	SEEG	µV	0.0	1024	good
iEEG087	SEEG	µV	0.0	1024	good
iEEG088	SEEG	µV	0.0	1024	good
iEEG089	SEEG	µV	0.0	1024	good
iEEG090	SEEG	µV	0.0	1024	good
iEEG091	SEEG	µV	0.0	1024	good
iEEG092	SEEG	µV	0.0	1024	good
iEEG093	SEEG	µV	0.0	1024	good
iEEG094	SEEG	µV	0.0	1024	good
iEEG095	SEEG	µV	0.0	1024	good
iEEG096	SEEG	µV	0.0	1024	good
iEEG097	SEEG	µV	0.0	1024	good
iEEG098	SEEG	µV	0.0	1024	good
iEEG099	SEEG	µV	0.0	1024	good
iEEG100	SEEG	µV	0.0	1024	good
iEEG101	SEEG	µV	0.0	1024	good
iEEG102	SEEG	µV	0.0	1024	good
iEEG103	SEEG	µV	0.0	1024	good
iEEG104	SEEG	µV	0.0	1024	good
iEEG105	SEEG	µV	0.0	1024	good
iEEG106	SEEG	µV	0.0	1024	good
iEEG107	SEEG	µV	0.0	1024	good
iEEG108	SEEG	µV	0.0	1024	good
iEEG109	SEEG	µV	0.0	1024	good
iEEG110	SEEG	µV	0.0	1024	good
iEEG111	SEEG	µV	0.0	1024	good
iEEG112	SEEG	µV	0.0	1024	good
iEEG113	SEEG	µV	0.0	1024	good
iEEG114	SEEG	µV	0.0	1024	good
iEEG115	SEEG	µV	0.0	1024	good
iEEG116	SEEG	µV	0.0	1024	good
iEEG117	SEEG	µV	0.0	1024	good
iEEG118	SEEG	µV	0.0	1024	good
iEEG119	SEEG	µV	0.0	1024	good
iEEG120	SEEG	µV	0.0	1024	good
iEEG121	SEEG	µV	0.0	1024	good
iEEG122	SEEG	µV	0.0	1024	good
iEEG123	SEEG	µV	0.0	1024	good
iEEG124	SEEG	µV	0.0	1024	good
iEEG125	SEEG	µV	0.0	1024	good
iEEG126	SEEG	µV	0.0	1024	good
iEEG127	SEEG	µV	0.0	1024	good
iEEG128	SEEG	µV	0.0	1024	good
iEEG129	SEEG	µV	0.0	1024	good
iEEG130	SEEG	µV	0.0	1024	good
iEEG131	SEEG	µV	0.0	1024	good
iEEG132	SEEG	µV	0.0	1024	good
iEEG133	SEEG	µV	0.0	1024	good
iEEG134	SEEG	µV	0.0	1024	good
iEEG135	SEEG	µV	0.0	1024	good
iEEG136	SEEG	µV	0.0	1024	good
iEEG137	SEEG	µV	0.0	1024	good
iEEG138	SEEG	µV	0.0	1024	good
iEEG139	SEEG	µV	0.0	1024	good
iEEG140	SEEG	µV	0.0	1024	good
iEEG141	SEEG	µV	0.0	1024	good
iEEG142	SEEG	µV	0.0	1024	good
iEEG143	SEEG	µV	0.0	1024	good
iEEG144	SEEG	µV	0.0	1024	good
iEEG145	SEEG	µV	0.0	1024	good
iEEG146	SEEG	µV	0.0	1024	good
iEEG147	SEEG	µV	0.0	1024	good
iEEG148	SEEG	µV	0.0	1024	good
iEEG149	SEEG	µV	0.0	1024	good
iEEG150	SEEG	µV	0.0	1024	good
iEEG151	SEEG	µV	0.0	1024	good
iEEG152	SEEG	µV	0.0	1024	good
iEEG153	SEEG	µV	0.0	1024	good
iEEG154	SEEG	µV	0.0	1024	good
iEEG155	SEEG	µV	0.0	1024	good
