name	x	y	z	size	material	hemisphere	type	region_desikan	region_destrieux	region_dkt	barista_parcel_index	barista_lobe_index
O1bId6	167	128	129	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_S_circular_insula_inf	ctx-lh-superiortemporal	45	9
O1bId7	168	127	131	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_S_circular_insula_inf	ctx-lh-superiortemporal	45	9
O1bId8	168	125	135	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_S_circular_insula_inf	ctx-lh-superiortemporal	45	9
O1bId9	171	108	171	n/a	n/a	L	depth	ctx-lh-inferiorparietal	ctx_lh_S_temporal_sup	ctx-lh-middletemporal	64	7
O1bId10	172	107	172	n/a	n/a	L	depth	ctx-lh-inferiorparietal	ctx_lh_S_temporal_sup	ctx-lh-middletemporal	64	7
O1bId11	173	106	175	n/a	n/a	L	depth	ctx-lh-inferiorparietal	ctx_lh_S_temporal_sup	ctx-lh-inferiorparietal	64	7
O1bId12	173	104	179	n/a	n/a	L	depth	ctx-lh-inferiorparietal	ctx_lh_S_temporal_sup	ctx-lh-inferiorparietal	64	7
O1bId13	174	102	182	n/a	n/a	L	depth	ctx-lh-inferiorparietal	ctx_lh_S_temporal_sup	ctx-lh-inferiorparietal	64	7
O1bId14	174	101	185	n/a	n/a	L	depth	ctx-lh-inferiorparietal	ctx_lh_S_temporal_sup	ctx-lh-inferiorparietal	64	7
O1bId15	174	100	188	n/a	n/a	L	depth	ctx-lh-inferiorparietal	ctx_lh_G_occipital_middle	ctx-lh-inferiorparietal	22	7
O1bId16	175	98	191	n/a	n/a	L	depth	ctx-lh-inferiorparietal	ctx_lh_G_occipital_middle	ctx-lh-inferiorparietal	22	7
DC10	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a	0	0
DC4	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a	0	0
