name	type	units	low_cutoff	high_cutoff	status
LT2bHb5	SEEG	µV	0.0	1024	good
LT2bHb6	SEEG	µV	0.0	1024	good
LT2bHb7	SEEG	µV	0.0	1024	good
LT2bHb8	SEEG	µV	0.0	1024	good
LT2bHb9	SEEG	µV	0.0	1024	good
LT2bHb10	SEEG	µV	0.0	1024	good
LT2bHb11	SEEG	µV	0.0	1024	good
LT2bHb12	SEEG	µV	0.0	1024	good
LT1cCd1	SEEG	µV	0.0	1024	good
LT1cCd2	SEEG	µV	0.0	1024	good
LT1cCd3	SEEG	µV	0.0	1024	good
LT1cCd4	SEEG	µV	0.0	1024	good
LT1cCd5	SEEG	µV	0.0	1024	good
LT1cCd6	SEEG	µV	0.0	1024	good
LT1cCd7	SEEG	µV	0.0	1024	good
LT1cCd8	SEEG	µV	0.0	1024	good
LT1cCd9	SEEG	µV	0.0	1024	good
LT1cCd10	SEEG	µV	0.0	1024	good
LT1cCd11	SEEG	µV	0.0	1024	good
LT1cCd12	SEEG	µV	0.0	1024	good
LT1cCd13	SEEG	µV	0.0	1024	good
LT1cCd14	SEEG	µV	0.0	1024	good
LT1cCd15	SEEG	µV	0.0	1024	good
LT1cCd16	SEEG	µV	0.0	1024	good
LT1bId1	SEEG	µV	0.0	1024	good
LT1bId2	SEEG	µV	0.0	1024	good
LT1bId3	SEEG	µV	0.0	1024	good
LT1bId4	SEEG	µV	0.0	1024	good
LT1bId5	SEEG	µV	0.0	1024	good
LT1bId6	SEEG	µV	0.0	1024	good
LT1bId7	SEEG	µV	0.0	1024	good
LT1bId8	SEEG	µV	0.0	1024	bad
LT1bId9	SEEG	µV	0.0	1024	bad
LT1bId10	SEEG	µV	0.0	1024	good
LF3cIc1	SEEG	µV	0.0	1024	good
LF3cIc2	SEEG	µV	0.0	1024	good
LF3cIc3	SEEG	µV	0.0	1024	good
LF3cIc4	SEEG	µV	0.0	1024	good
LF3cIc5	SEEG	µV	0.0	1024	good
LF3cIc6	SEEG	µV	0.0	1024	good
LF3cIc7	SEEG	µV	0.0	1024	good
LF3cIc8	SEEG	µV	0.0	1024	good
LF3cIc9	SEEG	µV	0.0	1024	good
LF3cIc10	SEEG	µV	0.0	1024	good
LF1aCaOF1	SEEG	µV	0.0	1024	good
LF1aCaOF2	SEEG	µV	0.0	1024	good
LF1aCaOF3	SEEG	µV	0.0	1024	good
LF1aCaOF4	SEEG	µV	0.0	1024	good
LF1aCaOF5	SEEG	µV	0.0	1024	good
LF1aCaOF6	SEEG	µV	0.0	1024	good
LF1aCaOF7	SEEG	µV	0.0	1024	good
LF1aCaOF8	SEEG	µV	0.0	1024	good
LF1aCaOF9	SEEG	µV	0.0	1024	good
LF1aCaOF10	SEEG	µV	0.0	1024	good
LF1aCaOF11	SEEG	µV	0.0	1024	good
LF1aCaOF12	SEEG	µV	0.0	1024	good
LF1aCaOF13	SEEG	µV	0.0	1024	good
LF1aCaOF14	SEEG	µV	0.0	1024	good
LF1aCaOF15	SEEG	µV	0.0	1024	good
LF1aCaOF16	SEEG	µV	0.0	1024	good
RF1aCaOF1	SEEG	µV	0.0	1024	good
RF1aCaOF2	SEEG	µV	0.0	1024	good
RF1aCaOF3	SEEG	µV	0.0	1024	good
RF1aCaOF4	SEEG	µV	0.0	1024	good
RF1aCaOF5	SEEG	µV	0.0	1024	good
RF1aCaOF6	SEEG	µV	0.0	1024	good
RF1aCaOF7	SEEG	µV	0.0	1024	good
RF1aCaOF8	SEEG	µV	0.0	1024	good
RF1aCaOF9	SEEG	µV	0.0	1024	good
RF1aCaOF10	SEEG	µV	0.0	1024	good
RF1aCaOF11	SEEG	µV	0.0	1024	good
RF1aCaOF12	SEEG	µV	0.0	1024	good
RF1aCaOF13	SEEG	µV	0.0	1024	good
RF1aCaOF14	SEEG	µV	0.0	1024	good
RF1aCaOF15	SEEG	µV	0.0	1024	good
RF1aCaOF16	SEEG	µV	0.0	1024	good
LF1bCb1	SEEG	µV	0.0	1024	good
LF1bCb2	SEEG	µV	0.0	1024	good
LF1bCb3	SEEG	µV	0.0	1024	good
LF1bCb4	SEEG	µV	0.0	1024	good
LF1bCb5	SEEG	µV	0.0	1024	good
LF1bCb6	SEEG	µV	0.0	1024	good
LF1bCb7	SEEG	µV	0.0	1024	good
LF1bCb8	SEEG	µV	0.0	1024	good
LF1bCb9	SEEG	µV	0.0	1024	good
LF1bCb10	SEEG	µV	0.0	1024	good
RF1bCb1	SEEG	µV	0.0	1024	good
RF1bCb2	SEEG	µV	0.0	1024	good
RF1bCb3	SEEG	µV	0.0	1024	good
RF1bCb4	SEEG	µV	0.0	1024	good
RF1bCb5	SEEG	µV	0.0	1024	good
RF1bCb6	SEEG	µV	0.0	1024	good
RF1bCb7	SEEG	µV	0.0	1024	good
RF1bCb8	SEEG	µV	0.0	1024	good
RF1bCb9	SEEG	µV	0.0	1024	good
RF1bCb10	SEEG	µV	0.0	1024	good
LF1cCc1	SEEG	µV	0.0	1024	good
LF1cCc2	SEEG	µV	0.0	1024	good
LF1cCc3	SEEG	µV	0.0	1024	good
LF1cCc4	SEEG	µV	0.0	1024	good
LF1cCc5	SEEG	µV	0.0	1024	good
LF1cCc6	SEEG	µV	0.0	1024	good
LF1cCc7	SEEG	µV	0.0	1024	good
LF1cCc8	SEEG	µV	0.0	1024	good
LF1cCc9	SEEG	µV	0.0	1024	good
LF1cCc10	SEEG	µV	0.0	1024	good
LF1cCc11	SEEG	µV	0.0	1024	good
LF1cCc12	SEEG	µV	0.0	1024	good
RF1cCc1	SEEG	µV	0.0	1024	good
RF1cCc2	SEEG	µV	0.0	1024	good
RF1cCc3	SEEG	µV	0.0	1024	good
RF1cCc4	SEEG	µV	0.0	1024	good
RF1cCc5	SEEG	µV	0.0	1024	good
RF1cCc6	SEEG	µV	0.0	1024	good
RF1cCc7	SEEG	µV	0.0	1024	good
RF1cCc8	SEEG	µV	0.0	1024	good
RF1cCc9	SEEG	µV	0.0	1024	good
RF1cCc10	SEEG	µV	0.0	1024	good
RF1cCc11	SEEG	µV	0.0	1024	good
RF1cCc12	SEEG	µV	0.0	1024	good
DC10	SEEG	µV	0.0	1024	bad
DC4	SEEG	µV	0.0	1024	bad
