name	x	y	z	size	material	hemisphere	type	region_desikan	region_destrieux	region_dkt	barista_parcel_index	barista_lobe_index
T2A8	165	122	117	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_S_circular_insula_inf	ctx-lh-superiortemporal	45	9
T2A9	170	124	119	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_S_temporal_sup	ctx-lh-middletemporal	64	9
T2A10	173	124	118	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_S_temporal_sup	ctx-lh-middletemporal	64	9
T2A11	176	126	119	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal	36	9
T2A12	180	125	118	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal	36	9
T2A13	183	125	118	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal	36	9
T2A14	185	125	118	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal	36	9
T1Id1	160	107	120	n/a	n/a	n/a	depth	Left-Putamen	Left-Putamen	Left-Putamen	4	17
T1Id2	163	107	120	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_Ins_lg_and_S_cent_ins	ctx-lh-insula	9	15
T1Id3	167	107	120	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_Ins_lg_and_S_cent_ins	ctx-lh-insula	9	15
T1Id4	171	107	120	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_temp_sup-Plan_polar	ctx-lh-superiortemporal	33	9
T1Id5	174	107	121	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_temp_sup-Plan_polar	ctx-lh-superiortemporal	33	9
T1Id6	178	108	121	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_temp_sup-Lateral	ctx-lh-superiortemporal	32	9
T1Id7	181	107	120	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_temp_sup-Lateral	ctx-lh-superiortemporal	32	9
T1Id8	184	107	121	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_temp_sup-Lateral	ctx-lh-superiortemporal	32	9
F2aCa1	133	101	83	n/a	n/a	L	depth	ctx-lh-rostralanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	13
F2aCa2	135	99	83	n/a	n/a	L	depth	ctx-lh-rostralanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	13
F2aCa3	137	97	82	n/a	n/a	L	depth	ctx-lh-rostralanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	13
F2aCa4	138	95	83	n/a	n/a	L	depth	ctx-lh-rostralanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	13
F2aCa5	142	91	84	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	5
F2aCa6	142	90	83	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	5
F2aCa7	149	88	81	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_middle	ctx-lh-rostralmiddlefrontal	49	5
F2aCa8	150	87	83	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_middle	ctx-lh-rostralmiddlefrontal	49	5
F2aCa9	152	85	83	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_middle	ctx-lh-rostralmiddlefrontal	49	5
F2aCa10	155	83	83	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_middle	ctx-lh-rostralmiddlefrontal	49	5
F2aCa11	157	81	83	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2aCa12	160	79	83	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2aCa13	163	77	83	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2aCa14	165	75	83	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2c1	130	113	87	n/a	n/a	L	depth	ctx-lh-medialorbitofrontal	ctx_lh_S_suborbital	ctx-lh-medialorbitofrontal	61	5
F2c2	133	111	86	n/a	n/a	L	depth	ctx-lh-medialorbitofrontal	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	5
F2c3	136	109	86	n/a	n/a	L	depth	ctx-lh-medialorbitofrontal	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	5
F2c4	139	107	86	n/a	n/a	L	depth	ctx-lh-medialorbitofrontal	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	5
F2c5	139	107	85	n/a	n/a	L	depth	ctx-lh-medialorbitofrontal	ctx_lh_G_and_S_cingul-Ant	ctx-lh-rostralanteriorcingulate	10	5
F2c6	150	103	91	n/a	n/a	L	depth	ctx-lh-lateralorbitofrontal	ctx_lh_S_circular_insula_sup	ctx-lh-parsorbitalis	46	5
F2c7	151	102	89	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_S_circular_insula_sup	ctx-lh-parstriangularis	46	5
F2c8	152	101	89	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_S_circular_insula_sup	ctx-lh-parstriangularis	46	5
F2c9	155	97	86	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_inf	ctx-lh-parstriangularis	48	5
F2c10	157	96	88	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_inf	ctx-lh-parstriangularis	48	5
F2c11	160	94	88	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_inf	ctx-lh-parstriangularis	48	5
F2c12	162	92	88	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_inf	ctx-lh-rostralmiddlefrontal	48	5
F2c13	166	90	88	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_inf	ctx-lh-parstriangularis	48	5
F2c14	169	88	88	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_S_front_inf	ctx-lh-parstriangularis	48	5
F2c15	172	87	88	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_S_front_inf	ctx-lh-parstriangularis	48	5
F2c16	174	85	88	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Triangul	ctx-lh-parstriangularis	17	5
F2dCb1	129	86	97	n/a	n/a	L	depth	ctx-lh-caudalanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-caudalanteriorcingulate	10	13
F2dCb2	132	86	97	n/a	n/a	L	depth	ctx-lh-caudalanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-caudalanteriorcingulate	10	13
F2dCb3	135	84	97	n/a	n/a	L	depth	ctx-lh-caudalanteriorcingulate	ctx_lh_G_and_S_cingul-Ant	ctx-lh-caudalanteriorcingulate	10	13
F2dCb4	139	83	97	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Ant	ctx-lh-caudalanteriorcingulate	10	5
F2dCb5	140	81	98	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Mid-Ant	ctx-lh-caudalanteriorcingulate	11	5
F2dCb6	140	81	98	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_G_and_S_cingul-Mid-Ant	ctx-lh-caudalanteriorcingulate	11	5
F2dCb7	152	79	96	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_middle	ctx-lh-rostralmiddlefrontal	49	5
F2dCb8	152	78	98	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2dCb9	155	78	98	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2dCb10	159	76	98	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2dCb11	162	75	98	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2dCb12	165	74	99	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2dCb13	169	73	98	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F2dCb14	172	73	99	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_G_front_middle	ctx-lh-rostralmiddlefrontal	18	5
F3dIb1	160	105	107	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_insular_short	ctx-lh-insula	20	15
F3dIb2	162	103	106	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_sup	ctx-lh-insula	46	15
F3dIb3	165	101	107	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Opercular	ctx-lh-parsopercularis	15	5
F3dIb4	168	99	106	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Opercular	ctx-lh-parsopercularis	15	5
F3dIb5	171	97	106	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Opercular	ctx-lh-parsopercularis	15	5
F3dIb6	173	95	107	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Opercular	ctx-lh-parsopercularis	15	5
F3dIb7	176	93	106	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Opercular	ctx-lh-parsopercularis	15	5
F3dIb8	179	91	106	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Opercular	ctx-lh-parsopercularis	15	5
F3dIb9	181	89	106	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Opercular	ctx-lh-parsopercularis	15	5
F3dIb10	183	89	106	n/a	n/a	L	depth	ctx-lh-parsopercularis	ctx_lh_G_front_inf-Opercular	ctx-lh-parsopercularis	15	5
P2Ie1	159	100	127	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_Ins_lg_and_S_cent_ins	ctx-lh-insula	9	15
P2Ie2	161	100	127	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_Ins_lg_and_S_cent_ins	ctx-lh-insula	9	15
P2Ie3	164	99	127	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_Ins_lg_and_S_cent_ins	ctx-lh-insula	9	15
P2Ie4	166	97	127	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_Ins_lg_and_S_cent_ins	ctx-lh-insula	9	15
P2Ie5	169	95	128	n/a	n/a	L	depth	ctx-lh-postcentral	ctx_lh_G_and_S_subcentral	ctx-lh-precentral	13	7
P2Ie6	173	93	127	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_G_and_S_subcentral	ctx-lh-precentral	13	5
P2Ie7	176	91	127	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_G_and_S_subcentral	ctx-lh-precentral	13	5
P2Ie8	179	89	128	n/a	n/a	L	depth	ctx-lh-postcentral	ctx_lh_G_and_S_subcentral	ctx-lh-postcentral	13	7
P2Ie9	182	88	127	n/a	n/a	L	depth	ctx-lh-postcentral	ctx_lh_S_central	ctx-lh-postcentral	42	7
P2Ie10	185	86	127	n/a	n/a	L	depth	ctx-lh-postcentral	ctx_lh_G_and_S_subcentral	ctx-lh-postcentral	13	7
F2bIa1	160	114	102	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_ant	ctx-lh-insula	44	15
F2bIa2	159	111	101	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_ant	ctx-lh-insula	44	15
F2bIa3	158	107	100	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_insular_short	ctx-lh-insula	20	15
F2bIa4	157	103	99	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_insular_short	ctx-lh-insula	20	15
F2bIa5	156	99	98	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_sup	ctx-lh-insula	46	15
F2bIa6	156	96	97	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_S_circular_insula_sup	ctx-lh-parstriangularis	46	5
F2bIa7	157	95	98	n/a	n/a	L	depth	ctx-lh-parstriangularis	ctx_lh_S_circular_insula_sup	ctx-lh-parstriangularis	46	5
F2bIa8	158	87	94	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_inf	ctx-lh-rostralmiddlefrontal	48	5
F2bIa9	154	82	93	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_middle	ctx-lh-rostralmiddlefrontal	49	5
F2bIa10	153	81	93	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_middle	ctx-lh-rostralmiddlefrontal	49	5
F2bIa11	152	76	92	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_sup	ctx-lh-rostralmiddlefrontal	50	5
F2bIa12	151	74	91	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_sup	ctx-lh-rostralmiddlefrontal	50	5
F2bIa13	150	70	90	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_sup	ctx-lh-superiorfrontal	50	5
F2bIa14	150	66	88	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_sup	ctx-lh-superiorfrontal	50	5
F2bIa15	149	63	89	n/a	n/a	L	depth	ctx-lh-rostralmiddlefrontal	ctx_lh_S_front_sup	ctx-lh-superiorfrontal	50	5
F2bIa16	149	59	87	n/a	n/a	L	depth	ctx-lh-superiorfrontal	ctx_lh_S_front_sup	ctx-lh-superiorfrontal	50	5
F2eIc1	161	112	112	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_insular_short	ctx-lh-insula	20	15
F2eIc2	161	108	112	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_insular_short	ctx-lh-insula	20	15
F2eIc3	161	104	113	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_G_insular_short	ctx-lh-insula	20	15
F2eIc4	161	100	115	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_sup	ctx-lh-insula	46	15
F2eIc5	159	97	116	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_sup	ctx-lh-insula	46	15
F2eIc6	159	93	118	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_sup	ctx-lh-insula	46	15
F2eIc7	159	89	120	n/a	n/a	L	depth	ctx-lh-insula	ctx_lh_S_circular_insula_sup	ctx-lh-precentral	46	15
F2eIc8	161	84	118	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_S_precentral-inf-part	ctx-lh-precentral	59	5
F2eIc9	158	80	121	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_S_precentral-inf-part	ctx-lh-precentral	59	5
F2eIc10	159	77	124	n/a	n/a	L	depth	ctx-lh-caudalmiddlefrontal	ctx_lh_S_precentral-inf-part	ctx-lh-precentral	59	5
F2eIc11	159	74	124	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_S_precentral-inf-part	ctx-lh-precentral	59	5
F2eIc12	159	69	125	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_S_precentral-sup-part	ctx-lh-precentral	60	5
F2eIc13	159	66	126	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_S_precentral-sup-part	ctx-lh-precentral	60	5
F2eIc14	159	62	127	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_S_precentral-sup-part	ctx-lh-precentral	60	5
F2eIc15	159	58	128	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_G_precentral	ctx-lh-precentral	28	5
F2eIc16	159	54	129	n/a	n/a	L	depth	ctx-lh-precentral	ctx_lh_G_precentral	ctx-lh-precentral	28	5
DC10	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a	0	0
DC4	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a	0	0
