name	x	y	z	size	material	hemisphere	type	region_desikan	region_destrieux	region_dkt	barista_parcel_index	barista_lobe_index
P1C9	158	91	170	n/a	n/a	L	depth	ctx-lh-superiorparietal	ctx_lh_S_intrapariet_and_P_trans	ctx-lh-superiorparietal	51	7
P1C10	161	89	171	n/a	n/a	L	depth	ctx-lh-superiorparietal	ctx_lh_S_intrapariet_and_P_trans	ctx-lh-superiorparietal	51	7
P1C11	163	88	172	n/a	n/a	L	depth	ctx-lh-superiorparietal	ctx_lh_S_intrapariet_and_P_trans	ctx-lh-superiorparietal	51	7
P1C12	166	84	173	n/a	n/a	L	depth	ctx-lh-superiorparietal	ctx_lh_S_intrapariet_and_P_trans	ctx-lh-superiorparietal	51	7
P1C13	168	83	175	n/a	n/a	L	depth	ctx-lh-superiorparietal	ctx_lh_S_intrapariet_and_P_trans	ctx-lh-superiorparietal	51	7
P1C14	171	82	176	n/a	n/a	L	depth	ctx-lh-superiorparietal	ctx_lh_G_parietal_sup	ctx-lh-superiorparietal	26	7
P2e1	155	106	178	n/a	n/a	L	depth	ctx-lh-precuneus	ctx_lh_S_parieto_occipital	ctx-lh-precuneus	56	7
P2e2	157	104	178	n/a	n/a	L	depth	ctx-lh-precuneus	ctx_lh_S_parieto_occipital	ctx-lh-precuneus	56	7
P2e3	158	104	180	n/a	n/a	L	depth	ctx-lh-precuneus	ctx_lh_S_parieto_occipital	ctx-lh-cuneus	56	7
P2e4	162	101	184	n/a	n/a	L	depth	ctx-lh-superiorparietal	ctx_lh_S_intrapariet_and_P_trans	ctx-lh-inferiorparietal	51	7
P2e5	164	100	184	n/a	n/a	L	depth	ctx-lh-superiorparietal	ctx_lh_S_intrapariet_and_P_trans	ctx-lh-inferiorparietal	51	7
P2e6	166	98	186	n/a	n/a	L	depth	ctx-lh-inferiorparietal	ctx_lh_G_pariet_inf-Angular	ctx-lh-inferiorparietal	24	7
P2e7	170	98	188	n/a	n/a	L	depth	ctx-lh-inferiorparietal	ctx_lh_G_pariet_inf-Angular	ctx-lh-inferiorparietal	24	7
P2e8	172	96	190	n/a	n/a	L	depth	ctx-lh-inferiorparietal	ctx_lh_G_pariet_inf-Angular	ctx-lh-inferiorparietal	24	7
DC10	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a	0	0
DC4	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a	0	0
