name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
T1b1	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1b2	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1b3	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1b4	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1b5	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1b6	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1aIx1	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1aIx2	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1aIx3	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1aIx4	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1aIx5	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1aIx6	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1aIx7	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1aIx8	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
F3a1	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	bad	n/a
F3a2	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	bad	n/a
F3a3	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
F3a4	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	bad	n/a
F3a5	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
F3a6	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
F3b1	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
F3b2	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
F3b3	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
F3b4	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
F3b5	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
F3b6	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
P2a1	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
P2a2	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
P2a3	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
P2a4	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
P2a5	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
P2a6	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
P2a7	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
P2a8	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1c1	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1c2	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1c3	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1c4	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1c5	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1c6	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	bad	n/a
T1d1	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1d2	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1d3	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1d4	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1d5	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1d6	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1d7	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1d8	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1d9	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
T1d10	SEEG	µV	0.0	1024.0	StereoEEG	2048.0	good	n/a
