name	type	units	low_cutoff	high_cutoff	status
P2cCc6	SEEG	µV	0.0	1024	good
P2cCc7	SEEG	µV	0.0	1024	good
P2cCc8	SEEG	µV	0.0	1024	good
P2cCc9	SEEG	µV	0.0	1024	good
P2cCc10	SEEG	µV	0.0	1024	good
P2cCc11	SEEG	µV	0.0	1024	good
P2cCc12	SEEG	µV	0.0	1024	good
P2cCc13	SEEG	µV	0.0	1024	good
P2cCc14	SEEG	µV	0.0	1024	good
P2cCc15	SEEG	µV	0.0	1024	good
P2cCc16	SEEG	µV	0.0	1024	bad
P2aIe1	SEEG	µV	0.0	1024	good
P2aIe2	SEEG	µV	0.0	1024	good
P2aIe3	SEEG	µV	0.0	1024	good
P2aIe4	SEEG	µV	0.0	1024	good
P2aIe5	SEEG	µV	0.0	1024	good
P2aIe6	SEEG	µV	0.0	1024	good
P2aIe7	SEEG	µV	0.0	1024	good
P2aIe8	SEEG	µV	0.0	1024	good
P2aIe9	SEEG	µV	0.0	1024	good
P2aIe10	SEEG	µV	0.0	1024	good
P2aIe11	SEEG	µV	0.0	1024	good
P2aIe12	SEEG	µV	0.0	1024	good
F3cIc1	SEEG	µV	0.0	1024	good
F3cIc2	SEEG	µV	0.0	1024	good
F3cIc3	SEEG	µV	0.0	1024	good
F3cIc4	SEEG	µV	0.0	1024	good
F3cIc5	SEEG	µV	0.0	1024	good
F3cIc6	SEEG	µV	0.0	1024	good
F3cIc7	SEEG	µV	0.0	1024	good
F3cIc8	SEEG	µV	0.0	1024	good
F3cIc9	SEEG	µV	0.0	1024	good
F3cIc10	SEEG	µV	0.0	1024	good
F3bIb1	SEEG	µV	0.0	1024	good
F3bIb2	SEEG	µV	0.0	1024	good
F3bIb3	SEEG	µV	0.0	1024	good
F3bIb4	SEEG	µV	0.0	1024	good
F3bIb5	SEEG	µV	0.0	1024	good
F3bIb6	SEEG	µV	0.0	1024	good
F3bIb7	SEEG	µV	0.0	1024	good
F3bIb8	SEEG	µV	0.0	1024	good
F3bIb9	SEEG	µV	0.0	1024	good
F3bIb10	SEEG	µV	0.0	1024	good
F3aOFc1	SEEG	µV	0.0	1024	good
F3aOFc2	SEEG	µV	0.0	1024	good
F3aOFc3	SEEG	µV	0.0	1024	good
F3aOFc4	SEEG	µV	0.0	1024	good
F3aOFc5	SEEG	µV	0.0	1024	good
F3aOFc6	SEEG	µV	0.0	1024	good
F3aOFc7	SEEG	µV	0.0	1024	good
F3aOFc8	SEEG	µV	0.0	1024	good
F3aOFc9	SEEG	µV	0.0	1024	good
F3aOFc10	SEEG	µV	0.0	1024	good
F3aOFc11	SEEG	µV	0.0	1024	good
F3aOFc12	SEEG	µV	0.0	1024	good
F3aOFc13	SEEG	µV	0.0	1024	good
F3aOFc14	SEEG	µV	0.0	1024	good
F3aOFc15	SEEG	µV	0.0	1024	good
F3aOFc16	SEEG	µV	0.0	1024	good
P2bIg1	SEEG	µV	0.0	1024	bad
P2bIg2	SEEG	µV	0.0	1024	good
P2bIg3	SEEG	µV	0.0	1024	good
P2bIg4	SEEG	µV	0.0	1024	good
P2bIg5	SEEG	µV	0.0	1024	good
P2bIg6	SEEG	µV	0.0	1024	good
P2bIg7	SEEG	µV	0.0	1024	good
P2bIg8	SEEG	µV	0.0	1024	good
P2bIg9	SEEG	µV	0.0	1024	good
P2bIg10	SEEG	µV	0.0	1024	good
P2bIg11	SEEG	µV	0.0	1024	good
P2bIg12	SEEG	µV	0.0	1024	good
F2e1	SEEG	µV	0.0	1024	good
F2e2	SEEG	µV	0.0	1024	good
F2e3	SEEG	µV	0.0	1024	good
F2e4	SEEG	µV	0.0	1024	good
F2e5	SEEG	µV	0.0	1024	good
F2e6	SEEG	µV	0.0	1024	good
F2e7	SEEG	µV	0.0	1024	good
F2e8	SEEG	µV	0.0	1024	good
F2c1	SEEG	µV	0.0	1024	good
F2c2	SEEG	µV	0.0	1024	good
F2c3	SEEG	µV	0.0	1024	good
F2c4	SEEG	µV	0.0	1024	good
F2c5	SEEG	µV	0.0	1024	good
F2c6	SEEG	µV	0.0	1024	good
F2c7	SEEG	µV	0.0	1024	good
F2c8	SEEG	µV	0.0	1024	good
F2aOFb1	SEEG	µV	0.0	1024	good
F2aOFb2	SEEG	µV	0.0	1024	good
F2aOFb3	SEEG	µV	0.0	1024	good
F2aOFb4	SEEG	µV	0.0	1024	good
F2aOFb5	SEEG	µV	0.0	1024	good
F2aOFb6	SEEG	µV	0.0	1024	good
F2aOFb7	SEEG	µV	0.0	1024	good
F2aOFb8	SEEG	µV	0.0	1024	good
F2aOFb9	SEEG	µV	0.0	1024	good
F2aOFb10	SEEG	µV	0.0	1024	good
F2aOFb11	SEEG	µV	0.0	1024	good
F2aOFb12	SEEG	µV	0.0	1024	good
F2aOFb13	SEEG	µV	0.0	1024	good
F2aOFb14	SEEG	µV	0.0	1024	good
F2aOFb15	SEEG	µV	0.0	1024	good
F2aOFb16	SEEG	µV	0.0	1024	good
F2dCb1	SEEG	µV	0.0	1024	good
F2dCb2	SEEG	µV	0.0	1024	good
F2dCb3	SEEG	µV	0.0	1024	good
F2dCb4	SEEG	µV	0.0	1024	good
F2dCb5	SEEG	µV	0.0	1024	good
F2dCb6	SEEG	µV	0.0	1024	good
F2dCb7	SEEG	µV	0.0	1024	good
F2dCb8	SEEG	µV	0.0	1024	good
F2dCb9	SEEG	µV	0.0	1024	good
F2dCb10	SEEG	µV	0.0	1024	good
F2dCb11	SEEG	µV	0.0	1024	good
F2dCb12	SEEG	µV	0.0	1024	good
F2dCb13	SEEG	µV	0.0	1024	good
F2dCb14	SEEG	µV	0.0	1024	good
F2bCa1	SEEG	µV	0.0	1024	good
F2bCa2	SEEG	µV	0.0	1024	good
F2bCa3	SEEG	µV	0.0	1024	good
F2bCa4	SEEG	µV	0.0	1024	good
F2bCa5	SEEG	µV	0.0	1024	good
F2bCa6	SEEG	µV	0.0	1024	good
F2bCa7	SEEG	µV	0.0	1024	good
F2bCa8	SEEG	µV	0.0	1024	good
F2bCa9	SEEG	µV	0.0	1024	good
F2bCa10	SEEG	µV	0.0	1024	good
F2bCa11	SEEG	µV	0.0	1024	good
F2bCa12	SEEG	µV	0.0	1024	good
F2bCa13	SEEG	µV	0.0	1024	good
F2bCa14	SEEG	µV	0.0	1024	good
F2bCa15	SEEG	µV	0.0	1024	good
F2bCa16	SEEG	µV	0.0	1024	good
F1x0Fa1	SEEG	µV	0.0	1024	good
F1x0Fa2	SEEG	µV	0.0	1024	good
F1x0Fa3	SEEG	µV	0.0	1024	good
F1x0Fa4	SEEG	µV	0.0	1024	good
F1x0Fa5	SEEG	µV	0.0	1024	good
F1x0Fa6	SEEG	µV	0.0	1024	good
F1x0Fa7	SEEG	µV	0.0	1024	good
F1x0Fa8	SEEG	µV	0.0	1024	good
F1x0Fa9	SEEG	µV	0.0	1024	good
F1x0Fa10	SEEG	µV	0.0	1024	good
F1x0Fa11	SEEG	µV	0.0	1024	good
F1x0Fa12	SEEG	µV	0.0	1024	good
F1x0Fa13	SEEG	µV	0.0	1024	good
F1x0Fa14	SEEG	µV	0.0	1024	good
F1x0Fa15	SEEG	µV	0.0	1024	good
F1x0Fa16	SEEG	µV	0.0	1024	good
DC10	SEEG	µV	0.0	1024	bad
DC4	SEEG	µV	0.0	1024	bad
